Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unknown,0,0,1,1,0,0.0732,0.0,0.0732,0.0488,0.122,100.152,100.75,100.047,100.2,200.96,0,0,0.8103,1.0,-,,
2,unknown,0,0,2,1,0,0.0976,0.0,0.0976,0.0,0.0976,100.073,100.65,100.201,100.37,201.01,0,0,0.8103,1.0,-,,
3,unknown,0,0,3,1,0,0.0488,0.0,0.0488,0.0,0.0488,100.084,100.47,100.034,100.21,200.69,0,0,0.8103,1.0,-,,
4,unknown,0,0,4,1,0,0.1707,0.0,0.1707,0.0488,0.2195,100.331,101.09,100.179,100.3,201.39,0,0,0.8103,1.0,-,,
5,unknown,0,0,5,1,0,0.1707,0.0,0.1707,0.0244,0.1951,100.204,100.88,100.321,100.46,201.34,0,0,0.8103,1.0,-,,
6,unknown,0,0,6,1,0,0.1463,0.0,0.1463,0.0488,0.1951,100.185,100.82,100.047,100.18,201.0,0,0,0.8103,1.0,-,,
7,unknown,0,0,7,1,0,0.1951,0.0,0.1951,0.0244,0.2195,100.536,101.25,100.163,100.29,201.53,0,0,0.8103,1.0,-,,
8,unknown,0,0,8,1,0,0.1707,0.0,0.1707,0.0488,0.2195,100.067,100.78,100.078,100.2,200.98,0,0,0.8103,1.0,-,,
9,unknown,0,0,9,1,0,0.1707,0.0,0.1707,0.0488,0.2195,100.119,100.87,100.036,100.16,201.03,0,0,0.8103,1.0,-,,
